,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,NM_M,RELPOS,Facies,Well Name,PE
1107,5,2704,59.72,0.595,6.8,9.4,1,0.783,2,2,3.4
1108,5,2704.5,61.47,0.623,5.8,8.4,1,0.739,2,2,3.6
1109,5,2705,65.24,0.623,6.6,8.9,1,0.696,2,2,3.9
1110,5,2705.5,66.26,0.633,6.4,9.1,1,0.652,2,2,4.1
1111,5,2706,68.21,0.623,4.8,9.8,1,0.609,2,2,4.2
1112,5,2706.5,69.24,0.567,3.1,10.65,1,0.565,2,2,4
1113,5,2707,71.23,0.53,2,12.8,1,0.522,2,2,3.8
1114,5,2707.5,76.47,0.502,-9.2,23.9,1,0.478,2,2,3.7
1115,5,2708,83.52,0.493,-5.5,27.15,1,0.435,3,2,3.2
1116,5,2708.5,82.88,0.502,-4.8,27.5,1,0.348,3,2,2.6
1117,5,2709,76.99,0.53,-2.5,25.55,1,0.304,3,2,2.6
1118,5,2709.5,68.71,0.549,-1.9,15.95,1,0.261,2,2,2.7
1119,5,2710,66.49,0.595,2.3,9.95,1,0.217,2,2,3
1120,5,2710.5,66.67,0.614,1.8,10.3,1,0.174,2,2,3.4
1121,5,2711,68.68,0.661,4.7,17.45,1,0.13,2,2,3.4
1122,5,2711.5,67.26,0.689,-3.6,21.4,1,0.087,2,2,3.3
1123,4,2712,38.21,0.745,0.5,17.25,2,1,8,2,3.2
1124,4,2712.5,23.03,0.764,2,13.2,2,0.947,8,2,3.4
1125,4,2713,16.09,0.764,-0.61,9.6,2,0.895,8,2,4
1126,4,2713.5,15.38,0.773,0.2,9.4,2,0.842,8,2,4.7
1127,4,2714,15.34,0.792,0.1,9.75,2,0.789,8,2,5.3
1128,4,2714.5,15.83,0.792,-1.5,11.15,2,0.737,8,2,5.8
1129,4,2715,16.39,0.801,-2,11.4,2,0.684,8,2,5.8
1130,4,2715.5,17.2,0.838,-2.5,11.15,2,0.632,8,2,5.6
1131,4,2716,20.17,0.857,-3,10.4,2,0.579,8,2,5.2
1132,4,2716.5,24.31,0.876,-3,8.6,2,0.526,8,2,5.1
1133,4,2717,24.49,0.885,-0.4,6.6,2,0.474,8,2,5
1134,4,2717.5,24.54,0.904,0.7,5.95,2,0.421,8,2,5
1135,4,2718,23.16,0.904,1.2,6.5,2,0.368,8,2,5
1136,4,2718.5,22.98,0.913,1.1,6.75,2,0.316,8,2,5
1137,4,2719,23.48,0.904,0.8,7.8,2,0.263,8,2,5.1
1138,4,2719.5,25.9,0.866,1.8,8.1,2,0.211,8,2,5.1
1139,4,2720,25.9,0.866,1.8,8.1,2,0.211,6,2,5.1
1140,4,2720.5,32.16,0.824,2.9,8.15,2,0.158,6,2,5.1
1141,4,2721,34.86,0.773,3.5,8.55,2,0.105,6,2,5.1
1142,4,2721.5,38.53,0.726,2.8,8.9,2,0.053,6,2,5.1
1143,7,2722,40.07,0.595,0.3,8.95,1,1,3,2,4.9
1144,7,2722.5,45.45,0.493,-5.8,11.9,1,0.971,3,2,4.4
1145,7,2723,54.42,0.446,-16,17.8,1,0.943,3,2,3.7
1146,7,2723.5,82.13,0.427,-12.2,23.4,1,0.914,3,2,3.3
1147,7,2724,95.72,0.399,-5.6,27.1,1,0.886,3,2,2.9
1148,7,2724.5,100.54,0.371,-0.6,29.6,1,0.857,3,2,2.6
1149,7,2725,101.09,0.343,-0.2,29.8,1,0.829,3,2,2.5
1150,7,2725.5,97.01,0.306,-0.5,29.55,1,0.8,3,2,2.4
1151,7,2726,89.65,0.268,-3.4,28,1,0.771,3,2,2.4
1152,7,2726.5,87.36,0.25,-1.3,23.45,1,0.743,3,2,2.4
1153,7,2727,84.42,0.231,3,20.9,1,0.714,3,2,2.5
1154,7,2727.5,83.16,0.222,7.3,18.85,1,0.686,3,2,2.7
1155,7,2728,82.81,0.212,7.6,19.5,1,0.657,3,2,2.7
1156,7,2728.5,85.11,0.194,4.3,21.85,1,0.629,3,2,2.8
1157,7,2729,86.75,0.194,4.1,21.85,1,0.6,3,2,2.7
1158,7,2729.5,87.27,0.194,3,21.2,1,0.571,3,2,2.6
1159,7,2730,85.02,0.203,5.4,19.6,1,0.543,3,2,2.6
1160,7,2730.5,79.75,0.226,5.8,19.7,1,0.514,3,2,2.6
1161,7,2731,78.3,0.24,5.5,19.85,1,0.486,3,2,2.6
1162,7,2731.5,81.07,0.269,7.6,18.4,1,0.457,3,2,2.6
1163,7,2732,79.27,0.302,6.4,16.2,1,0.429,2,2,2.8
1164,7,2732.5,73.93,0.334,5.9,14.05,1,0.4,2,2,3
1165,7,2733,65.23,0.371,4.1,11.95,1,0.371,2,2,3.3
1166,7,2733.5,61.78,0.446,3.2,11.2,1,0.343,2,2,3.5
1167,7,2734,62.11,0.493,2.8,11.5,1,0.314,2,2,3.5
1168,7,2734.5,62.58,0.521,2.7,11.95,1,0.286,2,2,3.4
1169,7,2735,64.56,0.53,2.5,12.15,1,0.257,2,2,3.3
1170,7,2735.5,67.07,0.53,2.5,11.85,1,0.229,2,2,3.4
1171,7,2736,68.49,0.521,2.8,11.7,1,0.2,2,2,3.3
1172,7,2736.5,74.44,0.521,3.1,11.55,1,0.171,2,2,3.2
1173,7,2737,78.97,0.521,4.4,11.5,1,0.143,3,2,3.3
1174,7,2737.5,80.06,0.558,5.7,11.65,1,0.114,3,2,3.4
1175,6,2738,67.48,0.741,2.5,13.85,2,1,8,2,3.9
1176,6,2738.5,52.5,0.773,1.4,12.9,2,0.889,8,2,4
1177,6,2739,31.71,0.801,0.6,9.2,2,0.778,8,2,4.3
1178,6,2739.5,25.1,0.81,-0.7,8.35,2,0.667,8,2,4.6
1179,6,2740,23.57,0.829,-1.5,7.55,2,0.556,8,2,4.7
1180,6,2740.5,25.17,0.829,-1.5,7.15,2,0.444,8,2,4.7
1181,6,2741,31.3,0.801,-0.8,6.7,2,0.333,8,2,4.7
1182,6,2741.5,37.3,0.773,0.1,6.75,2,0.222,8,2,4.4
1183,6,2742,43.05,0.736,0.9,7.15,2,0.111,8,2,3.8
1184,9,2742.5,49.95,0.698,1.6,7.9,1,1,2,2,3.6
1185,9,2743,56.08,0.642,1.6,8.2,1,0.957,2,2,3.5
1186,9,2743.5,58.25,0.62,1.8,8.8,1,0.913,2,2,3.4
1187,9,2744,61.71,0.596,3,9.1,1,0.87,2,2,3.4
1188,9,2744.5,66.63,0.567,4.1,9.45,1,0.826,2,2,3.3
1189,9,2745,71.55,0.558,5.1,9.85,1,0.783,3,2,3.3
1190,9,2745.5,78.54,0.567,6.9,11.35,1,0.739,3,2,3.3
1191,9,2746,82.48,0.549,9.5,13.95,1,0.696,3,2,3.2
1192,9,2746.5,77.48,0.549,8.7,13.65,1,0.652,3,2,3.2
1193,9,2747,74.35,0.539,7.7,12.75,1,0.609,2,2,3.1
1194,9,2747.5,67.76,0.53,6.7,11.95,1,0.565,2,2,3.2
1195,9,2748,62.93,0.53,5.7,11.65,1,0.522,2,2,3.3
1196,9,2748.5,58.85,0.53,2.8,10.7,1,0.478,2,2,3.3
1197,9,2749,57.92,0.521,2.2,11,1,0.435,2,2,3.3
1198,9,2749.5,61.42,0.53,2.2,11.2,1,0.391,2,2,3.2
1199,9,2750,61.98,0.53,2.5,11.45,1,0.348,2,2,3.2
1200,9,2750.5,62.63,0.539,2.8,11.5,1,0.304,2,2,3.1
1201,9,2751,62.94,0.539,3.6,11.2,1,0.261,2,2,3.1
1202,9,2751.5,65.85,0.53,4.4,10.9,1,0.217,2,2,3.3
1203,9,2752,68.59,0.53,4.4,10.9,1,0.174,2,2,3.4
1204,9,2752.5,74.99,0.53,2.7,12.25,1,0.13,3,2,3.5
1205,9,2753,79.04,0.539,3,14.5,1,0.087,3,2,3.6
1206,9,2753.5,79.86,0.558,3.2,17.8,1,0.043,3,2,3.4
1207,9,2754,79.11,0.61,7,17.7,1,0.01,3,2,3.2
1208,8,2754.5,79.11,0.61,7,17.7,2,1,6,2,3.2
1209,8,2755,73.93,0.689,7,14.1,2,0.857,8,2,3.2
1210,8,2755.5,56.13,0.698,5.6,9.2,2,0.714,8,2,3.5
1211,8,2756,30.61,0.698,4.2,6.4,2,0.571,8,2,4.1
1212,8,2756.5,18.45,0.68,3.2,5.3,2,0.429,8,2,4.7
1213,8,2757,19.36,0.562,3.7,5.55,2,0.143,8,2,5
1214,11,2757.5,26.23,0.465,1.3,7.95,1,1,3,2,4.8
1215,11,2758,31.45,0.427,-1.1,13.65,1,0.917,3,2,4.5
1216,11,2758.5,39.85,0.371,-0.9,19.55,1,0.833,3,2,3.8
1217,11,2759,55.71,0.362,-0.7,28.15,1,0.75,3,2,2.9
1218,11,2759.5,65.46,0.343,-1.4,26.8,1,0.667,3,2,2.6
1219,11,2760,68.77,0.343,-2.9,24.15,1,0.583,3,2,2.7
1220,11,2760.5,73.83,0.343,1.1,20.65,1,0.5,3,2,2.9
1221,11,2761,76.77,0.409,-1.1,21.85,1,0.417,3,2,3.1
1222,11,2761.5,77.06,0.455,-2.4,22.9,1,0.333,3,2,3
1223,11,2762,75.99,0.493,-3.3,23.45,1,0.25,3,2,2.9
1224,11,2762.5,70.48,0.53,-4.2,23.9,1,0.167,3,2,2.8
1225,11,2763,64.69,0.567,-5.8,24.6,1,0.083,3,2,2.7
1226,10,2763.5,53.18,0.623,-4.6,22.6,2,1,8,2,2.6
1227,10,2764,27.76,0.68,5,10.9,2,0.944,8,2,3.3
1228,10,2764.5,24,0.651,6.8,9.4,2,0.917,8,2,3.8
1229,10,2765,20.94,0.623,6.5,9.55,2,0.889,8,2,4.2
1230,10,2765.5,20.62,0.586,5.8,10.4,2,0.861,8,2,4.3
1231,10,2766,19.31,0.502,5.1,12.05,2,0.833,8,2,4.4
1232,10,2766.5,18.91,0.409,4.8,13.5,2,0.806,8,2,4.5
1233,10,2767,17.04,0.362,4.1,14.95,2,0.778,8,2,4.5
1234,10,2767.5,15.6,0.296,4.1,16.15,2,0.75,8,2,4.5
1235,10,2768,14.28,0.259,3.5,16.85,2,0.722,7,2,4.5
1236,10,2768.5,13.53,0.226,2.5,15.95,2,0.694,7,2,4.5
1237,10,2769,17.33,0.203,3.6,14.3,2,0.667,7,2,4.5
1238,10,2769.5,22,0.194,5.7,13.15,2,0.639,7,2,4.4
1239,10,2770,27.28,0.194,7.6,12.8,2,0.611,7,2,4.2
1240,10,2770.5,34.55,0.194,11,15.3,2,0.583,7,2,3.9
1241,10,2771,35.39,0.203,11.5,17.75,2,0.556,7,2,3.7
1242,10,2771.5,35.46,0.212,10.4,18.5,2,0.528,7,2,3.6
1243,10,2772,37.16,0.231,8.9,17.65,2,0.5,7,2,3.5
1244,10,2772.5,42.1,0.259,6.4,14.5,2,0.472,7,2,3.5
1245,10,2773,59.72,0.296,7.3,13.45,2,0.444,7,2,3.6
1246,10,2773.5,83.87,0.352,7.3,12.55,2,0.417,7,2,3.8
1247,10,2774,61.49,0.362,6,11.4,2,0.389,7,2,4.1
1248,10,2774.5,29.36,0.38,6.3,10.55,2,0.361,7,2,4.2
1249,10,2775,32.62,0.399,5.8,9.8,2,0.333,7,2,4.4
1250,10,2775.5,33.41,0.418,5.7,9.75,2,0.306,7,2,4.5
1251,10,2776,37.19,0.436,4.2,10.8,2,0.278,7,2,4.6
1252,10,2776.5,39.56,0.452,4.2,12.3,2,0.25,7,2,4.7
1253,10,2777,44.16,0.494,2.6,13.3,2,0.222,7,2,4.7
1254,10,2777.5,56.62,0.531,0.5,13.85,2,0.194,7,2,4.7
1255,10,2778,68.42,0.567,-0.4,13.2,2,0.167,6,2,4.5
1256,10,2778.5,87.91,0.586,0.4,10.5,2,0.139,6,2,4.4
1257,10,2779,90.81,0.633,1.9,7.55,2,0.111,6,2,4.5
1258,10,2779.5,88.5,0.651,2,5.6,2,0.083,6,2,4.7
1259,10,2780,92.21,0.661,1.8,4.3,2,0.056,6,2,4.8
1260,10,2780.5,89.56,0.661,2,4.2,2,0.028,6,2,4.7
1261,10,2781,78.51,0.642,1.5,5.05,2,0.01,6,2,4.5
1262,13,2781.5,78.51,0.642,1.5,5.05,1,1,3,2,4.5
1263,13,2782,80.19,0.614,1.2,9.4,1,0.982,3,2,4.2
1264,13,2782.5,85.11,0.567,0.2,13,1,0.965,3,2,3.9
1265,13,2783,86.97,0.549,0.7,16.65,1,0.947,3,2,3.4
1266,13,2783.5,84.85,0.549,2.9,18.35,1,0.93,3,2,3.2
1267,13,2784,80.37,0.549,5.2,19.5,1,0.912,3,2,3.1
1268,13,2784.5,74.4,0.558,8.4,20.7,1,0.895,3,2,3
1269,13,2785,74.77,0.558,9.2,20.3,1,0.877,3,2,3
1270,13,2785.5,75.13,0.549,8.6,18.9,1,0.86,3,2,3.1
1271,13,2786,74.23,0.549,8.9,17.95,1,0.842,3,2,3.2
1272,13,2786.5,73.64,0.539,10,16.7,1,0.825,3,2,3.2
1273,13,2787,74.34,0.533,10,16.9,1,0.807,3,2,3.3
1274,13,2787.5,74.26,0.53,8.9,17.65,1,0.789,3,2,3.3
1275,13,2788,73.78,0.53,6.7,18.75,1,0.772,3,2,3.2
1276,13,2788.5,73.38,0.53,5.7,18.45,1,0.754,3,2,3.2
1277,13,2789,72.69,0.53,5,18.1,1,0.737,3,2,3.1
1278,13,2789.5,73.82,0.521,5.8,16.3,1,0.719,3,2,3.1
1279,13,2790,77.1,0.493,7.6,15.5,1,0.702,3,2,3.2
1280,13,2790.5,78.49,0.483,13,13.3,1,0.684,3,2,3.2
1281,13,2791,78.59,0.465,14.3,14.25,1,0.667,3,2,3.3
1282,13,2791.5,78.57,0.455,13.4,14.5,1,0.649,3,2,3.3
1283,13,2792,76.44,0.436,13.1,14.45,1,0.632,3,2,3.4
1284,13,2792.5,74.66,0.427,10.5,13.25,1,0.614,3,2,3.4
1285,13,2793,74.76,0.418,10.1,13.45,1,0.596,3,2,3.4
1286,13,2793.5,75.86,0.409,9.9,15.35,1,0.579,3,2,3.4
1287,13,2794,77.96,0.409,7.7,17.05,1,0.561,3,2,3.4
1288,13,2794.5,78.82,0.418,7.3,20.75,1,0.544,3,2,3.3
1289,13,2795,79.34,0.446,4.9,22.25,1,0.526,2,2,3.2
1290,13,2795.5,79.17,0.455,2.8,23.2,1,0.509,2,2,3.1
1291,13,2796,76.21,0.483,1.3,22.65,1,0.491,2,2,3
1292,13,2796.5,73.41,0.511,4.1,18.85,1,0.474,2,2,3
1293,13,2797,70.99,0.53,9.7,15.35,1,0.456,2,2,3.1
1294,13,2797.5,72.14,0.549,13.9,13.05,1,0.439,2,2,3.4
1295,13,2798,70.4,0.614,12.3,13.25,1,0.386,2,2,3.6
1296,13,2798.5,67.2,0.633,11.9,13.05,1,0.368,2,2,3.7
1297,13,2799,67.15,0.642,11.7,12.65,1,0.351,2,2,3.7
1298,13,2799.5,66.51,0.651,11.3,12.25,1,0.333,2,2,3.7
1299,13,2800,66.45,0.651,10.8,11.9,1,0.316,2,2,3.7
1300,13,2800.5,67.8,0.651,10.5,11.85,1,0.298,2,2,3.7
1301,13,2801,69.34,0.651,10.1,12.05,1,0.281,3,2,3.7
1302,13,2801.5,72.24,0.633,10.1,12.25,1,0.263,3,2,3.7
1303,13,2802,75.96,0.614,8.8,14.7,1,0.246,3,2,3.7
1304,13,2802.5,79.36,0.586,7.7,18.45,1,0.228,3,2,3.7
1305,13,2803,81.47,0.567,0.4,24.1,1,0.211,3,2,3.5
1306,13,2803.5,78.28,0.549,1.9,23.15,1,0.193,3,2,3.3
1307,13,2804,75.1,0.53,3,20.4,1,0.175,3,2,3
1308,13,2804.5,75.6,0.511,5.7,18.55,1,0.158,3,2,2.9
1309,13,2805,77.08,0.521,9.5,16.25,1,0.14,3,2,3.1
1310,13,2805.5,78.66,0.521,9.8,15.9,1,0.123,3,2,3.3
1311,13,2806,79.17,0.521,9.5,15.55,1,0.105,3,2,3.3
1312,13,2806.5,79.34,0.53,8.1,15.35,1,0.088,3,2,3.1
1313,13,2807,80,0.538,1.6,19,1,0.07,3,2,2.7
1314,13,2807.5,79.37,0.562,-7,25.6,1,0.053,3,2,1.8
1315,13,2808,77.67,0.584,0.7,26.45,1,0.035,3,2,1
1316,13,2808.5,75.52,0.606,3.9,25.05,1,0.018,3,2,0.2
1317,12,2810.5,21.76,0.997,11.1,0.55,2,0.956,8,2,3.4
1318,12,2811,18.63,1.063,5.1,3.55,2,0.941,6,2,4.6
1319,12,2811.5,22.29,1.109,2.9,5.15,2,0.926,6,2,4.6
1320,12,2812,26.95,1.137,3.4,5.5,2,0.912,6,2,4.5
1321,12,2812.5,32.25,1.137,3.6,5.6,2,0.897,6,2,4.3
1322,12,2813,33.61,1.137,3.1,5.15,2,0.882,6,2,4.3
1323,12,2813.5,35.08,1.109,2.8,4.7,2,0.868,6,2,4.5
1324,12,2814,33.38,1.072,2.6,4.5,2,0.853,6,2,4.6
1325,12,2814.5,30.61,1.016,2,4.6,2,0.838,6,2,4.6
1326,12,2815,29.09,0.979,1.2,5,2,0.824,6,2,4.6
1327,12,2815.5,29.88,0.941,2.2,5.4,2,0.809,5,2,4.5
1328,12,2816,34.23,0.932,4.3,5.15,2,0.794,5,2,4.3
1329,12,2816.5,39.19,0.932,7,6.1,2,0.779,6,2,4.3
1330,12,2817,43.79,0.932,9.1,6.55,2,0.765,6,2,4.3
1331,12,2817.5,51.07,0.932,8.4,6.9,2,0.75,6,2,4.2
1332,12,2818,49.55,0.955,5.7,5.75,2,0.735,6,2,4.2
1333,12,2818.5,42.49,0.979,3.5,4.85,2,0.721,6,2,4.3
1334,12,2819,48.45,1.007,3.5,5.05,2,0.706,6,2,4.4
1335,12,2819.5,54.59,1.044,3.9,5.45,2,0.691,6,2,4.4
1336,12,2820,56.75,1.053,3.5,5.45,2,0.676,6,2,4.5
1337,12,2820.5,48.11,1.044,2.8,5.5,2,0.662,6,2,4.7
1338,12,2821,41.37,1.016,2.3,5.65,2,0.647,6,2,4.7
1339,12,2821.5,40.62,0.997,1.8,6,2,0.632,6,2,4.8
1340,12,2822,43.16,0.988,1.7,6.35,2,0.618,6,2,4.8
1341,12,2822.5,46.73,0.969,2.6,7.1,2,0.603,6,2,4.7
1342,12,2823,51.04,0.96,3.7,8.15,2,0.588,6,2,4.5
1343,12,2823.5,54.56,0.979,3.6,8.2,2,0.574,6,2,4.2
1344,12,2824,53.58,1.007,3.4,7.8,2,0.559,6,2,3.9
1345,12,2824.5,50,1.081,2.5,6.75,2,0.544,6,2,3.8
1346,12,2825,46.51,1.1,0.7,5.35,2,0.529,6,2,3.8
1347,12,2825.5,41.43,1.109,0.6,5.3,2,0.515,6,2,3.9
1348,12,2826,40.19,1.081,0.6,5.4,2,0.5,6,2,3.9
1349,12,2826.5,42.42,1.025,1,5.6,2,0.485,6,2,3.8
1350,12,2827,61.67,1.025,3.7,7.05,2,0.471,6,2,3.9
1351,12,2827.5,87.35,1.054,4.9,7.65,2,0.456,6,2,3.9
1352,12,2828,105.98,1.072,6.3,8.35,2,0.441,6,2,4
1353,12,2828.5,130,1.063,6.4,8.3,2,0.426,4,2,4.3
1354,12,2829,165,1.044,0.8,5.2,2,0.412,4,2,4.4
1355,12,2829.5,120,1.007,1.1,4.95,2,0.397,4,2,4.5
1356,12,2830,105.14,0.988,1.7,4.95,2,0.382,6,2,4.6
1357,12,2830.5,100.12,0.96,3,5.3,2,0.368,6,2,4.6
1358,12,2831,123.09,0.913,5.1,6.65,2,0.353,6,2,4.6
1359,12,2831.5,165,0.876,5.9,8.45,2,0.338,4,2,4.4
1360,12,2832,172,0.857,9,10.8,2,0.324,4,2,4.4
1361,12,2832.5,145,0.857,8.8,11.3,2,0.309,4,2,4.3
1362,12,2833,105,0.988,7.7,11.85,2,0.294,6,2,4.3
1363,12,2833.5,85.77,0.997,8.5,11.15,2,0.279,6,2,4.3
1364,12,2834,58.49,0.988,1.2,5.6,2,0.265,6,2,4.5
1365,12,2834.5,47.01,0.969,2,4.1,2,0.25,6,2,4.7
1366,12,2835,44.86,0.913,2.1,3.95,1,0.235,3,2,4.8
1367,12,2835.5,45.57,0.727,-1.4,5.8,1,0.221,3,2,4.7
1368,12,2836,48.45,0.642,-5.6,9,1,0.206,3,2,4.5
1369,12,2836.5,55.62,0.605,-15.4,18.1,1,0.191,3,2,3.9
1370,12,2837,68.54,0.465,-11.8,22.5,1,0.176,3,2,3.4
1371,12,2837.5,77.15,0.418,-8,25,1,0.162,3,2,2.7
1372,12,2838,81.46,0.423,-2.4,24.4,1,0.147,3,2,2.5
1373,12,2838.5,80.74,0.436,1.8,24.7,1,0.132,3,2,2.4
1374,12,2839,83.61,0.567,12.2,29.4,1,0.118,3,2,2.4
1375,12,2839.5,84.33,0.642,11,28.5,1,0.103,3,2,2.4
1376,12,2840,79.48,0.689,7.7,26.15,2,0.074,8,2,2.5
1377,12,2840.5,62.88,0.689,12.6,23.7,2,0.059,8,2,2.7
1378,12,2841,41.04,0.633,6.625,10.65,2,0.044,8,2,3.2
1379,12,2841.5,33.99,0.567,3.2,3.9,2,0.029,8,2,3.8
1380,12,2842,30.81,0.493,3,4.2,2,0.015,8,2,4.9
1381,1,2573.5,118.439,0.674493717,6.3,9.95,1,1,2,1,3.631
1382,1,2574,92.55,0.645225712,9.9,13.05,1,0.987,2,1,3.45
1383,1,2574.5,102.168,0.630020851,12,14.5,1,0.974,2,1,3.364
1384,1,2575,88.898,0.60031933,15.1,16.05,1,0.961,2,1,3.187
1385,1,2575.5,85.493,0.57863921,13.6,15.9,1,0.947,2,1,3.099
1386,1,2576,82.802,0.569958818,13,14.9,1,0.934,2,1,3.069
1387,1,2576.5,84.257,0.576456532,12.7,14.35,1,0.921,2,1,3.077
1388,1,2577,85.349,0.592731766,12.8,14.7,1,0.908,2,1,3.101
1389,1,2577.5,84.317,0.610660163,13.5,15.15,1,0.895,2,1,3.078
1390,1,2578,83.495,0.623766,13.4,15.1,1,0.882,2,1,3.062
1391,1,2578.5,83.696,0.630427875,12.7,14.75,1,0.868,2,1,3.074
1392,1,2579,82.766,0.631342286,12.6,14.4,1,0.855,2,1,3.114
1393,1,2579.5,85.311,0.629817196,12.3,13.95,1,0.842,2,1,3.133
1394,1,2580,87.297,0.627365857,12.1,13.65,1,0.829,2,1,3.136
1395,1,2580.5,85.494,0.622317661,11.6,13.3,1,0.816,2,1,3.173
1396,1,2581,82.907,0.613841822,11.3,13.05,1,0.803,2,1,3.179
1397,1,2581.5,84.398,0.602819342,10.3,12.75,1,0.789,2,1,3.121
1398,1,2582,81.723,0.592176757,9.2,12.6,1,0.776,2,1,3.077
1399,1,2582.5,83.501,0.583538819,8,12.3,1,0.763,2,1,3.058
1400,1,2583,88.667,0.575072326,7.6,12.3,1,0.75,2,1,3.067
1401,1,2583.5,93.129,0.562887381,8,12.8,1,0.737,2,1,3.105
1402,1,2584,90.255,0.542202782,8.8,13.4,1,0.724,2,1,3.127
1403,1,2584.5,87.152,0.510276844,9.6,13.8,1,0.711,2,1,3.154
1404,1,2585,76.105,0.469085299,9.5,13.55,1,0.697,1,1,3.211
1405,1,2585.5,68.911,0.419460073,9,12.9,1,0.684,1,1,3.281
1406,1,2586,60.968,0.366982976,9.1,12.25,1,0.671,1,1,3.251
1407,1,2586.5,58.121,0.314709693,9.6,11.8,1,0.658,1,1,3.167
1408,1,2587,58.57,0.260548373,9.2,12.3,1,0.645,1,1,3.159
1409,1,2587.5,57.287,0.211921084,8.4,13,1,0.632,1,1,3.119
1410,1,2588,60.771,0.172310969,7.5,14.25,1,0.618,1,1,3.022
1411,1,2588.5,64.147,0.1430148,6.7,15.75,1,0.605,1,1,2.928
1412,1,2589,61.211,0.123524981,5.5,16.95,1,0.592,1,1,2.892
1413,1,2589.5,63.105,0.111262514,4.2,17.8,1,0.579,1,1,2.892
1414,1,2590,54.482,0.099335278,3.6,17.2,1,0.553,1,1,2.895
1415,1,2590.5,57.7,0.095866453,4.4,16.6,1,0.539,1,1,2.886
1416,1,2591,62.74,0.091666958,5,16.7,1,0.526,1,1,2.881
1417,1,2591.5,61.915,0.084218687,4.9,17.35,1,0.513,1,1,2.838
1418,1,2592,60.425,0.071882007,4.4,18.6,1,0.5,1,1,2.754
1419,1,2592.5,58.017,0.055760465,3.8,19.6,1,0.487,1,1,2.686
1420,1,2593,55.815,0.03702788,4,20.1,1,0.474,1,1,2.617
1421,1,2593.5,58.413,-0.004364805,2.3,20.25,1,0.434,1,1,2.574
1422,1,2594,60.306,-0.011441043,2.2,19.9,1,0.421,1,1,2.571
1423,1,2594.5,60.198,-0.015922966,2.3,19.95,1,0.408,1,1,2.556
1424,1,2595,56.657,-0.019088062,2.8,20.1,1,0.395,1,1,2.552
1425,1,2595.5,59.459,-0.022733788,2.9,20.25,1,0.382,1,1,2.514
1426,1,2596,59.586,-0.025949097,3.1,20.45,1,0.368,1,1,2.508
1427,1,2596.5,58.077,-0.025949097,3.3,20.65,1,0.355,1,1,2.516
1428,1,2597,59.244,-0.019088062,3.4,20.5,1,0.342,1,1,2.581
1429,1,2597.5,60.552,-0.002613616,3.3,20.45,1,0.329,1,1,2.589
1430,1,2598,63.458,0.02201574,3.6,20.2,1,0.316,2,1,2.629
1431,1,2598.5,66.977,0.055378331,4.2,20.1,1,0.303,2,1,2.694
1432,1,2599,74.958,0.095518042,4.3,19.55,1,0.289,2,1,2.702
1433,1,2599.5,80.42,0.13893394,3.8,18.3,1,0.276,2,1,2.694
1434,1,2600,86.667,0.181843588,4.9,17.05,1,0.263,2,1,2.726
1435,1,2600.5,92.343,0.222196046,6,16.7,1,0.25,1,1,2.769
1436,1,2601,79.336,0.283074975,7.4,17.9,1,0.224,1,1,2.844
1437,1,2601.5,70.243,0.292034436,7,17.2,1,0.211,1,1,2.892
1438,1,2602,63.513,0.287353773,7.1,15.75,1,0.197,1,1,2.882
1439,1,2602.5,65.541,0.273464273,6.3,15.35,1,0.184,1,1,2.892
1440,1,2603,66.595,0.259593879,5.6,15.4,1,0.171,1,1,2.912
1441,1,2603.5,71.108,0.249931757,5.2,15.9,1,0.158,1,1,2.835
1442,1,2604,75.609,0.247482261,5.1,16.25,1,0.145,2,1,2.781
1443,1,2604.5,81.872,0.255272505,5.1,16.15,1,0.132,2,1,2.777
1444,1,2605,90.061,0.273464273,6.4,16.2,1,0.118,3,1,2.817
1445,1,2605.5,95.985,0.300812794,6,18.3,1,0.105,2,1,2.74
1446,1,2606,97.149,0.33405144,2.8,23.5,1,0.092,2,1,2.635
1447,1,2606.5,95.986,0.370698093,5,25.9,1,0.079,2,1,2.662
1448,1,2607,88.553,0.407560849,3.4,24.8,1,0.066,2,1,2.735
1449,1,2607.5,86.023,0.471291711,7,15.6,1,0.039,2,1,2.956
1450,1,2608,88.06,0.503245771,9.7,13.25,1,0.026,2,1,3.158
1451,1,2608.5,85.898,0.540454614,5.1,16.05,1,0.013,8,1,3.099
1452,0,2609,79.427,0.581038949,2.3,19.75,2,1,8,1,3.154
1453,0,2609.5,64.6,0.620552445,2.9,20.95,2,0.977,8,1,3.277
1454,0,2610,58.806,0.655138435,1,18.8,2,0.955,8,1,3.564
1455,0,2610.5,49.85,0.688330818,0.8,13.3,2,0.932,8,1,3.996
1456,0,2611,49.848,0.719911064,1.6,10.2,2,0.909,8,1,4.547
1457,0,2611.5,60.414,0.751894688,2.9,8.75,2,0.886,8,1,4.857
1458,0,2612,73.647,0.787956123,2.4,9.1,2,0.864,8,1,4.925
1459,0,2612.5,87.878,0.824646415,2.3,9.25,2,0.841,4,1,4.86
1460,0,2613,92.819,0.855761372,3.5,8.75,2,0.818,4,1,4.534
1461,0,2613.5,94.398,0.87875152,5.1,8.65,2,0.795,4,1,4.305
1462,0,2614,95.024,0.891983231,8.7,8.85,2,0.773,4,1,4.131
